PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,%Activity at 18.75 uM_Mean,%Activity at 18.75 uM_1,%Activity at 18.75 uM_2,%Activity at 18.75 uM_3,%Activity at 18.75 uM_4,Value_1,Value_2,Value_3,Value_4,Mean High,STD Deviation High,Mean Low,STD Deviation Low,PUBCHEM_SMILES
552,859637.0,660939.0,CC1=CC2=C(C(=O)O1)S/C(=C(\C(=O)OC)/C(F)(F)F)/O2,Inactive,21.0,,,-3.8,-4.95,-4.21,-2.85,-3.19,877.52,871.36,860.04,862.87,0,7.44,100,0.45,CC1=CC2=C(C(=O)O1)S/C(=C(\C(=O)OC)/C(F)(F)F)/O2
553,56323846.0,24982674.0,CCN(C1CCCCC1)C(=O)COC(=O)/C(=C/C2=CC=CC=C2)/N3C(=NN=N3)C,Inactive,21.0,,,36.59,33.95,37.9,37.33,37.19,554.88,522.11,526.79,527.95,0,7.44,100,0.45,CCN(C1CCCCC1)C(=O)COC(=O)/C(=C/C2=CC=CC=C2)/N3C(=NN=N3)C
554,856677.0,658028.0,C1CCC2(CC1)C(=C(NC(=C2C#N)SCC3=CC=C(C=C3)F)N)C#N,Inactive,21.0,,,36.98,34.41,36.9,37.76,38.87,551.06,530.41,523.26,514.07,0,7.44,100,0.45,C1CCC2(CC1)C(=C(NC(=C2C#N)SCC3=CC=C(C=C3)F)N)C#N
555,17508244.0,1349589.0,CC1=CC(NC2=C1C=C(C=C2)OC(=O)CCN3C(=O)C4=CC=CC=C4C3=O)(C)C,Active,30.0,,,88.65,88.93,88.91,87.97,88.78,98.77,99,106.74,100.09,0,7.44,100,0.45,CC1=CC(NC2=C1C=C(C=C2)OC(=O)CCN3C(=O)C4=CC=CC=C4C3=O)(C)C
556,85271638.0,2409541.0,CS(=O)(=O)C1=C(C=C(C=C1)C(=O)OCC(=O)NCC2=CC=CS2)[N+](=O)[O-],Inactive,21.0,,,23.82,26,22.15,25.41,21.73,620.75,652.68,625.68,656.21,0,7.44,100,0.45,CS(=O)(=O)C1=C(C=C(C=C1)C(=O)OCC(=O)NCC2=CC=CS2)[N+](=O)[O-]
557,17412452.0,5336432.0,CC(C)N1C2=CC=CC=C2/C(=C\C3=NC4=CC=CC=C4C(=O)N3C5=CC=CC=C5)/C1=O,Active,30.0,,,58.9,60.24,59.63,57.53,58.19,336.81,341.83,359.23,353.81,0,7.44,100,0.45,CC(C)N1C2=CC=CC=C2/C(=C\C3=NC4=CC=CC=C4C(=O)N3C5=CC=CC=C5)/C1=O
558,92763966.0,268993.0,CC(C1CCC2C1(CCC3C2CCC4=C3C=CC(=C4)O)C)NCCN(C)C,Inactive,21.0,,,-1.19,-1.09,-2.58,4.78,-5.88,845.44,857.86,796.82,885.18,0,7.44,100,0.45,CC(C1CCC2C1(CCC3C2CCC4=C3C=CC(=C4)O)C)NCCN(C)C
559,4245484.0,3239950.0,CCN1CN(C(=S)SC1)CC2=CC=C(C=C2)OC,Inactive,21.0,,,-1.39,2.61,-5.49,2.94,-5.62,814.79,881.95,812.06,883.07,0,7.44,100,0.45,CCN1CN(C(=S)SC1)CC2=CC=C(C=C2)OC
560,852945.0,655586.0,C1=CC(=CC=C1C2=NC3=C(N2)C=C(C=C3Cl)N)N,Active,30.0,,,95.73,95.44,96.42,94.9,96.17,44.78,36.68,49.26,38.76,0,7.44,100,0.45,C1=CC(=CC=C1C2=NC3=C(N2)C=C(C=C3Cl)N)N
561,7967560.0,2818896.0,CC(C)(C)C1=CC=C(C=C1)C2=CC(=NN2)N,Active,30.0,,,94.66,94.69,94.2,95.01,94.73,51.06,55.1,48.34,50.71,0,7.44,100,0.45,CC(C)(C)C1=CC=C(C=C1)C2=CC(=NN2)N
562,14727378.0,4766173.0,COC1=CC=C(C=C1)OCC2=CC(=CC=C2)C(=O)NN3C=C(C=N3)[N+](=O)[O-],Active,30.0,,,84.13,83.82,83.44,84.93,84.32,141.23,144.38,131.98,137.06,0,7.44,100,0.45,COC1=CC=C(C=C1)OCC2=CC(=CC=C2)C(=O)NN3C=C(C=N3)[N+](=O)[O-]
563,14737190.0,9550955.0,CC(=O)C1=CC=C(C=C1)NC(=O)C2=C3C=CC=CN3N=C2,Active,30.0,,,86.3,85.61,86,87.29,86.31,126.38,123.07,112.39,120.54,0,7.44,100,0.45,CC(=O)C1=CC=C(C=C1)NC(=O)C2=C3C=CC=CN3N=C2
564,49677375.0,2351439.0,C1=CC=C(C=C1)CNC(=O)/C(=C/C=C/C2=CC=CC=C2[N+](=O)[O-])/C#N,Active,30.0,,,60.99,61.36,62.98,61.78,57.84,327.52,314.05,324.03,356.7,0,7.44,100,0.45,C1=CC=C(C=C1)CNC(=O)/C(=C/C=C/C2=CC=CC=C2[N+](=O)[O-])/C#N
565,26732266.0,16746428.0,C[C@@H]1CC=C[C@H]2[C@H]1C(=O)N([C@H]2C3=C(C=CC(=C3)Br)OC)CC4=CC=CC=C4,Inactive,21.0,,,32.51,34.95,27.16,36.6,31.35,546.56,611.15,532.89,576.43,0,7.44,100,0.45,C[C@@H]1CC=C[C@H]2[C@H]1C(=O)N([C@H]2C3=C(C=CC(=C3)Br)OC)CC4=CC=CC=C4
566,49729229.0,18204049.0,C1OC2=C(O1)C=C(C=C2)/C=C\3/C(=O)N(C(=O)S3)CCN.Cl,Active,30.0,,,94.97,94.5,94.76,95.55,95.07,52.61,50.43,43.87,47.85,0,7.44,100,0.45,C1OC2=C(O1)C=C(C=C2)/C=C\3/C(=O)N(C(=O)S3)CCN.Cl
567,26732263.0,16746425.0,C[C@@H]1CC=C[C@H]2[C@H]1C(=O)N([C@H]2C3=CC4=CC=CC=C4C=C3)CC5=CC=CC=C5,Inactive,21.0,,,8,7.52,9.41,6.5,8.55,774.05,758.42,782.49,765.51,0,7.44,100,0.45,C[C@@H]1CC=C[C@H]2[C@H]1C(=O)N([C@H]2C3=CC4=CC=CC=C4C=C3)CC5=CC=CC=C5
568,49665801.0,371687.0,C1=CC=C(C=C1)S(=O)(=O)C2=C(C=CC=N2)[N+](=O)[O-],Inactive,21.0,,,20.5,23.16,17.51,19.14,22.17,644.36,691.22,677.65,652.53,0,7.44,100,0.45,C1=CC=C(C=C1)S(=O)(=O)C2=C(C=CC=N2)[N+](=O)[O-]
569,26732298.0,16746456.0,C[C@@H]1CC=C[C@H]2[C@H]1C(=O)N([C@H]2C3=C(C=CC(=C3)C)F)CC4=CC=CC=C4,Inactive,21.0,,,30.78,31.76,32.6,29.11,29.64,573,566.01,594.97,590.61,0,7.44,100,0.45,C[C@@H]1CC=C[C@H]2[C@H]1C(=O)N([C@H]2C3=C(C=CC(=C3)C)F)CC4=CC=CC=C4
570,24817303.0,3509505.0,COC1=CC=C(C=C1)C(=O)C2=CC=C(S2)CC(=O)O,Active,30.0,,,66.2,66.1,64.8,66.98,66.9,288.2,298.95,280.86,281.52,0,7.44,100,0.45,COC1=CC=C(C=C1)C(=O)C2=CC=C(S2)CC(=O)O
571,4261133.0,781047.0,CC1=C(OC(=C1)C(=O)NC2=CC=CC(=C2)C(=O)O)C,Active,30.0,,,77.86,77.48,76.06,79.24,78.66,193.78,205.52,179.21,183.99,0,7.44,100,0.45,CC1=C(OC(=C1)C(=O)NC2=CC=CC(=C2)C(=O)O)C
572,49720321.0,24791057.0,COCC(=O)N1CCC(CC1)OC2=CC=C(C=C2)C(=O)NC3CC4=CC=CC=C4C3,Active,30.0,,,42.91,40.75,43.22,44.63,43.05,498.43,477.96,466.22,479.34,0,7.44,100,0.45,COCC(=O)N1CCC(CC1)OC2=CC=C(C=C2)C(=O)NC3CC4=CC=CC=C4C3
573,4259726.0,2221957.0,C1=CC=C(C=C1)OCC2=NN=C(O2)SCC3=CC(=CC=C3)C(=O)O,Active,30.0,,,72.84,73.39,72.9,72.27,72.78,227.69,231.79,236.98,232.76,0,7.44,100,0.45,C1=CC=C(C=C1)OCC2=NN=C(O2)SCC3=CC(=CC=C3)C(=O)O
574,14727905.0,4918195.0,C1=CC=C(C(=C1)CN2N=C(N=N2)C3=CC(=CC=C3)C(=O)O)Cl,Active,30.0,,,62.93,63.14,62.98,66.34,59.26,312.7,314.07,286.14,344.94,0,7.44,100,0.45,C1=CC=C(C(=C1)CN2N=C(N=N2)C3=CC(=CC=C3)C(=O)O)Cl
575,56463065.0,15478.0,C[C@]12CC[C@@H](C[C@H]1CC[C@@H]3[C@@H]2C[C@H]([C@]4([C@@]3(CC[C@@H]4C5=CC(=O)OC5)O)C)O)O,Inactive,21.0,,,11.7,5.56,15.5,10.34,15.39,790.28,707.86,750.71,708.8,0,7.44,100,0.45,C[C@]12CC[C@@H](C[C@H]1CC[C@@H]3[C@@H]2C[C@H]([C@]4([C@@]3(CC[C@@H]4C5=CC(=O)OC5)O)C)O)O
576,14724224.0,3089037.0,CC(C)C1C(N(C(CC1(C2=CC=CC=C2)O)C3=CC=CC=C3)C)C4=CC=CC=C4,Inactive,21.0,,,2.06,10.63,-0.42,1.21,-3.2,748.23,839.93,826.42,862.95,0,7.44,100,0.45,CC(C)C1C(N(C(CC1(C2=CC=CC=C2)O)C3=CC=CC=C3)C)C4=CC=CC=C4
577,92763407.0,4024368.0,CC12CCC3C(C1(CCC2C4=COC(=O)C4)O)CCC5(C3(CCC(C5)O)C=NO)O,Inactive,21.0,,,24.75,19.62,27.83,23.52,28.04,673.74,605.64,641.33,603.86,0,7.44,100,0.45,CC12CCC3C(C1(CCC2C4=COC(=O)C4)O)CCC5(C3(CCC(C5)O)C=NO)O
578,7970813.0,975543.0,CC1=CC2=C(C=C1C)OC(=C2C)C(=O)NC3=CC=C(C=C3)NC(=O)C,Active,30.0,,,73.96,74.61,75.29,72.95,73.02,217.62,211.96,231.36,230.81,0,7.44,100,0.45,CC1=CC2=C(C=C1C)OC(=C2C)C(=O)NC3=CC=C(C=C3)NC(=O)C
579,89854331.0,260168.0,C1CCCN(CC1)N=CC2=NC3=CC=CC=C3C=C2,Active,30.0,,,96.89,96.97,97.02,96.7,96.88,32.11,31.67,34.37,32.87,0,7.44,100,0.45,C1CCCN(CC1)N=CC2=NC3=CC=CC=C3C=C2
580,7967913.0,5309110.0,CCOC(=O)C1CCCCN1C(=O)CCC2=C(N3C(=CC(=N3)C4=CC=CC=C4)N=C2C)C,Active,30.0,,,85.14,84.74,84.15,86.15,85.53,133.54,138.48,121.84,126.97,0,7.44,100,0.45,CCOC(=O)C1CCCCN1C(=O)CCC2=C(N3C(=CC(=N3)C4=CC=CC=C4)N=C2C)C
581,56463219.0,23618032.0,CN(C)C1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)NC(=O)[C@H](CC4=CC=C(C=C4)OC)N)O.Cl,Active,30.0,,,94.86,94.98,94.72,95.27,94.49,48.66,50.82,46.25,52.68,0,7.44,100,0.45,CN(C)C1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)NC(=O)[C@H](CC4=CC=C(C=C4)OC)N)O.Cl
582,22403487.0,2585073.0,CC1=CC(=C(N1CC=C)C)C(=O)CN2C(=O)C(=C(C=N2)Cl)Cl,Inactive,21.0,,,2.62,5.54,-0.89,6.65,-0.8,790.51,843.85,781.29,843.1,0,7.44,100,0.45,CC1=CC(=C(N1CC=C)C)C(=O)CN2C(=O)C(=C(C=N2)Cl)Cl
583,92763810.0,274159.0,CC12CCC(CC1CCC3C2CCC4(C3(CCC4C5=CC(=O)OC5)O)C)O,Inactive,21.0,,,25.31,24.67,26.4,24.37,25.8,631.81,617.5,634.29,622.47,0,7.44,100,0.45,CC12CCC(CC1CCC3C2CCC4(C3(CCC4C5=CC(=O)OC5)O)C)O
584,22405829.0,3926691.0,CC(C(=O)NC(=O)NC)OC(=O)CCCSC1=NC2=CC=CC=C2S1,Active,30.0,,,83.81,84.75,84.26,82.58,83.63,133.51,137.53,151.44,142.73,0,7.44,100,0.45,CC(C(=O)NC(=O)NC)OC(=O)CCCSC1=NC2=CC=CC=C2S1
585,49672328.0,9117011.0,C1COC2=C(O1)C=CC(=C2)C(=O)NCCC3=CC=CC=C3F,Active,30.0,,,96.31,96.85,96.15,96.15,96.09,33.09,38.91,38.91,39.38,0,7.44,100,0.45,C1COC2=C(O1)C=CC(=C2)C(=O)NCCC3=CC=CC=C3F
586,22405631.0,4355162.0,CCNC(=O)NC(=O)C(C)OC(=O)CCCSC1=NC2=CC=CC=C2S1,Active,30.0,,,86.15,86.31,86.35,86.22,85.72,120.51,120.17,121.25,125.4,0,7.44,100,0.45,CCNC(=O)NC(=O)C(C)OC(=O)CCCSC1=NC2=CC=CC=C2S1
587,24807501.0,3219869.0,CC1CCCCN1C2=NC=NC3=C2SN=C3C4=CC=C(C=C4)OC,Active,30.0,,,92.22,91.94,91.62,92.66,92.68,73.88,76.53,67.89,67.72,0,7.44,100,0.45,CC1CCCCN1C2=NC=NC3=C2SN=C3C4=CC=C(C=C4)OC
588,24789657.0,5770965.0,COC1=CC(=C(C=C1)C(=O)/C=C/C(=O)N(CC2=CC=CC=C2OC)CC(=O)NC3CCCCC3)O,Active,30.0,,,89.47,96.62,90.27,90.68,80.33,35.02,87.71,84.32,170.14,0,7.44,100,0.45,COC1=CC(=C(C=C1)C(=O)/C=C/C(=O)N(CC2=CC=CC=C2OC)CC(=O)NC3CCCCC3)O
589,26666751.0,3580213.0,C1=C(C2=C(N=CN=C2N1C3C(C(C(O3)CO)O)O)N)C(=S)N,Inactive,21.0,,,32.1,33.49,34.25,31.79,28.86,558.69,552.36,572.72,597.04,0,7.44,100,0.45,C1=C(C2=C(N=CN=C2N1C3C(C(C(O3)CO)O)O)N)C(=S)N
590,24796940.0,2957574.0,C1CCN(CC1)CC(CS(=O)(=O)C2=CC3=CC=CC=C3C=C2)N4CCCCC4,Inactive,21.0,,,21.24,17.72,23.62,18.25,25.36,689.48,640.53,685.08,626.1,0,7.44,100,0.45,C1CCN(CC1)CC(CS(=O)(=O)C2=CC3=CC=CC=C3C=C2)N4CCCCC4
591,49648806.0,24747923.0,C1CCC(CC1)(C#CC2=CC3=C(C=C2)SC4=CC=CC=C4C3=O)O,Active,30.0,,,93.8,93.59,94.1,93.66,93.83,60.13,55.93,59.58,58.15,0,7.44,100,0.45,C1CCC(CC1)(C#CC2=CC3=C(C=C2)SC4=CC=CC=C4C3=O)O
592,24816137.0,5889252.0,CN(C1=CC=CC=C1)C(=O)/C=C/C2=CC=C(S2)[N+](=O)[O-],Active,30.0,,,61.21,63.63,59.56,62.33,59.34,308.63,342.43,319.48,344.28,0,7.44,100,0.45,CN(C1=CC=CC=C1)C(=O)/C=C/C2=CC=C(S2)[N+](=O)[O-]
593,14745647.0,2452801.0,CC1=CC(=C(C=C1)C)C(=O)CN2C(=O)C(=C(C=N2)Cl)Cl,Inactive,21.0,,,13.34,21.55,11.54,10.08,10.18,657.73,740.69,752.84,752.02,0,7.44,100,0.45,CC1=CC(=C(C=C1)C)C(=O)CN2C(=O)C(=C(C=N2)Cl)Cl
594,24830552.0,2583105.0,CCOC(=O)C1=C(NC(=C1C)C(=O)NC2=CC=C(C=C2)NC(=O)C)C,Active,30.0,,,95.78,95.74,96.24,95.55,95.6,42.29,38.17,43.88,43.49,0,7.44,100,0.45,CCOC(=O)C1=C(NC(=C1C)C(=O)NC2=CC=C(C=C2)NC(=O)C)C
595,24810147.0,700561.0,CC1=CC=CC=C1C2=NC(=NO2)C3=CC=CC=N3,Active,30.0,,,72.9,74.87,74.74,72.05,69.92,215.39,216.51,238.84,256.45,0,7.44,100,0.45,CC1=CC=CC=C1C2=NC(=NO2)C3=CC=CC=N3
596,46501236.0,480861.0,CC(=CCOC1=CC(=C(C=C1)[C@H]2CC3=C(C4=C(C=C3)OC(C=C4)(C)C)OC2)O)C,Inactive,21.0,,,-25.68,-12.29,-32.26,-23.29,-34.89,938.34,1103.99,1029.62,1125.84,0,7.44,100,0.45,CC(=CCOC1=CC(=C(C=C1)[C@H]2CC3=C(C4=C(C=C3)OC(C=C4)(C)C)OC2)O)C
597,14721235.0,3102106.0,CCCOC1=CC=C(C=C1)C(=O)C(CN2CCOCC2)C3=CC=CC=C3,Inactive,21.0,,,-7.98,-9.19,-6.05,-9.84,-6.84,912.64,886.66,918.03,893.14,0,7.44,100,0.45,CCCOC1=CC=C(C=C1)C(=O)C(CN2CCOCC2)C3=CC=CC=C3
598,17415285.0,2296200.0,CC(=O)C1=CC(=C(C=C1)OC)CSC2=NN=C(N2C3=CC=CC=C3)C4=CC=C(C=C4)Cl,Inactive,21.0,,,15.95,15.08,17.9,15.21,15.61,711.37,687.97,710.27,706.95,0,7.44,100,0.45,CC(=O)C1=CC(=C(C=C1)OC)CSC2=NN=C(N2C3=CC=CC=C3)C4=CC=C(C=C4)Cl
599,845820.0,648182.0,COC(=O)COC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C3=CC=CC=C3F,Inactive,21.0,,,12.13,12.69,14.79,8.72,12.33,731.2,713.77,764.11,734.14,0,7.44,100,0.45,COC(=O)COC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C3=CC=CC=C3F
600,4249961.0,3243837.0,C1COCCN1CCCNC(=O)C2=NOC(=C2)C3=CC=C(C=C3)Br,Inactive,21.0,,,19.34,17.91,19.19,18.85,21.42,687.89,677.27,680.05,658.75,0,7.44,100,0.45,C1COCCN1CCCNC(=O)C2=NOC(=C2)C3=CC=C(C=C3)Br
601,85302502.0,2930286.0,C1=CC=C(C=C1)C2=C(N(C3=NC=NC(=C23)NCCCN4C=CN=C4)CC5=CC=CO5)C6=CC=CC=C6,Inactive,21.0,,,33.96,35.56,34.61,31.08,34.59,541.48,549.35,578.68,549.53,0,7.44,100,0.45,C1=CC=C(C=C1)C2=C(N(C3=NC=NC(=C23)NCCCN4C=CN=C4)CC5=CC=CO5)C6=CC=CC=C6
602,24811653.0,135403441.0,CCCCC(=NCCC1=C(NC2=C1C=C(C=C2)OC)C)C3=C(CC(CC3=O)C4=CC=CC=C4)O,Inactive,21.0,,,23.15,26.41,23.65,24.57,17.97,617.37,640.28,632.62,687.38,0,7.44,100,0.45,CCCCC(=NCCC1=C(NC2=C1C=C(C=C2)OC)C)C3=C(CC(CC3=O)C4=CC=CC=C4)O
603,49717198.0,20968585.0,CCN(CC)CCNC(=O)C1=CC(=NC2=C1C=C(C=C2)S(=O)(=O)N3CCC(CC3)C)C4=CN=CC=C4,Inactive,21.0,,,-0.59,-3.79,-2.07,0.74,2.76,867.91,853.61,830.3,813.54,0,7.44,100,0.45,CCN(CC)CCNC(=O)C1=CC(=NC2=C1C=C(C=C2)S(=O)(=O)N3CCC(CC3)C)C4=CN=CC=C4
604,856175.0,657553.0,CN1C2=C(C(=O)NC1=O)NC(=N2)N(CC3=CC=CC=C3)CC4=CC=CC=C4,Inactive,21.0,,,10.77,9.08,10.14,14.63,9.23,761.09,752.35,715.12,759.89,0,7.44,100,0.45,CN1C2=C(C(=O)NC1=O)NC(=N2)N(CC3=CC=CC=C3)CC4=CC=CC=C4
605,57260184.0,8271970.0,CC1=CC(=C(N1C(C)C)C)C(=O)CN2C(=O)C3=CC=CC=C3S2(=O)=O,Active,30.0,,,85.95,84.88,85.01,87.34,86.58,132.36,131.31,112,118.27,0,7.44,100,0.45,CC1=CC(=C(N1C(C)C)C)C(=O)CN2C(=O)C3=CC=CC=C3S2(=O)=O
606,17416351.0,2962400.0,COC1=C(C(=CC(=C1)CNC2CCCC2)Cl)OCC3=CC=CC=C3Cl.Cl,Inactive,21.0,,,6.68,8.4,5.32,8.87,4.12,766.75,792.35,762.85,802.29,0,7.44,100,0.45,COC1=C(C(=CC(=C1)CNC2CCCC2)Cl)OCC3=CC=CC=C3Cl.Cl
607,47193876.0,8975.0,C1=NC2=C(N=C(N=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)F)N,Active,30.0,,,55.43,54.86,55.53,55.97,55.39,381.43,375.85,372.23,377.04,0,7.44,100,0.45,C1=NC2=C(N=C(N=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)F)N
608,57262112.0,2689734.0,C1COCCN1S(=O)(=O)C2=CC(=C(C=C2)F)C(=O)OCC(=O)C3=CNC4=CC=CC=C43,Inactive,21.0,,,16.18,17.99,14.23,16.83,15.66,687.22,718.42,696.86,706.51,0,7.44,100,0.45,C1COCCN1S(=O)(=O)C2=CC(=C(C=C2)F)C(=O)OCC(=O)C3=CNC4=CC=CC=C43
609,49678385.0,6223681.0,CN(C)C(=O)COC1=C(C=C(C=C1Br)/C=C/C(=O)C2=CC3=C(C=C2)OCCO3)OC,Active,30.0,,,91.48,92.09,92.99,90.65,90.19,72.57,65.13,84.54,88.37,0,7.44,100,0.45,CN(C)C(=O)COC1=C(C=C(C=C1Br)/C=C/C(=O)C2=CC3=C(C=C2)OCCO3)OC
610,17414199.0,9567230.0,COC1=C(C=C(C=C1)/C=N/NC(=O)C2=NNC(=C2)C34CC5CC(C3)CC(C5)C4)O,Inactive,21.0,,,-0.41,-2.8,2.06,-1.76,0.87,859.64,819.39,851.04,829.21,0,7.44,100,0.45,COC1=C(C=C(C=C1)/C=N/NC(=O)C2=NNC(=C2)C34CC5CC(C3)CC(C5)C4)O
611,99456558.0,46943929.0,CC(=O)NC1=CC(=CN2C1=NC=C2C3=CC(=C(C=C3)OC)OC)C4=CC=C(C=C4)C(=O)N5CCOCC5,Inactive,21.0,,,22.47,18.09,24.18,23.38,24.25,686.41,635.88,642.53,635.3,0,7.44,100,0.45,CC(=O)NC1=CC(=CN2C1=NC=C2C3=CC(=C(C=C3)OC)OC)C4=CC=C(C=C4)C(=O)N5CCOCC5
612,49722555.0,16023140.0,CCOC1=CC=C(C=C1)CNC(=O)C2CCCN(C2)C3=NN=C(C4=C(N(N=C43)C5=CC=CC=C5)C)C,Inactive,21.0,,,6.1,4.67,3.31,10.62,5.78,797.68,808.96,748.31,788.48,0,7.44,100,0.45,CCOC1=CC=C(C=C1)CNC(=O)C2CCCN(C2)C3=NN=C(C4=C(N(N=C43)C5=CC=CC=C5)C)C
613,103073840.0,20968099.0,CCCCN(CCCNC(=O)C1=CC2=C(C=C1)N(CC(=O)N2)C)C3=CC=CC=C3,Active,30.0,,,49.21,52.66,52.39,46.65,45.16,399.65,401.93,449.46,461.88,0,7.44,100,0.45,CCCCN(CCCNC(=O)C1=CC2=C(C=C1)N(CC(=O)N2)C)C3=CC=CC=C3
614,4262127.0,1288674.0,COC1=CC=C(C=C1)NC2=C(N=C(O2)COC3=CC=C(C=C3)Cl)C#N,Inactive,21.0,,,34.23,29.18,36.25,36.72,34.76,594.39,535.8,531.85,548.09,0,7.44,100,0.45,COC1=CC=C(C=C1)NC2=C(N=C(O2)COC3=CC=C(C=C3)Cl)C#N
615,103159036.0,2426236.0,C1=CC=C(C=C1)NC(=S)NNC2=C(C=C(C=N2)C(F)(F)F)Cl,Active,30.0,,,60.8,60.8,61.11,61.43,59.85,332.1,329.55,326.89,340.05,0,7.44,100,0.45,C1=CC=C(C=C1)NC(=S)NNC2=C(C=C(C=N2)C(F)(F)F)Cl
616,26658140.0,135724921.0,C1CN(CCN1CC2=NC3=C(C=CC(=C3)Cl)C(=O)N2)S(=O)(=O)/C=C/C4=CC=CC=C4,Inactive,21.0,,,18.08,16.96,19,18.2,18.16,695.8,678.83,685.44,685.78,0,7.44,100,0.45,C1CN(CCN1CC2=NC3=C(C=CC(=C3)Cl)C(=O)N2)S(=O)(=O)/C=C/C4=CC=CC=C4
617,99454051.0,46942460.0,C1COCCN1C2=CC=C(C=C2)C3=CN4C=NN=C4C=C3,Inactive,21.0,,,17.34,13.14,20.54,19.57,16.13,727.46,666.07,674.15,702.66,0,7.44,100,0.45,C1COCCN1C2=CC=C(C=C2)C3=CN4C=NN=C4C=C3
618,24830916.0,2412845.0,CC1=C(SC2=C1C(=O)N3CCCCCC3=N2)C(=O)NC4=CC=C(C=C4)NC(=O)C,Active,30.0,,,89.57,89.28,89.36,90.09,89.54,95.9,95.28,89.19,93.73,0,7.44,100,0.45,CC1=C(SC2=C1C(=O)N3CCCCCC3=N2)C(=O)NC4=CC=C(C=C4)NC(=O)C
619,49645896.0,9668913.0,CC1=CC(=C2C=C(C=CC2=N1)Br)N/N=C/C3=CC=C(C=C3)OC,Inactive,21.0,,,-15.37,-16.78,-23.31,-10.41,-10.96,975.61,1029.82,922.82,927.37,0,7.44,100,0.45,CC1=CC(=C2C=C(C=CC2=N1)Br)N/N=C/C3=CC=C(C=C3)OC
620,865090.0,666341.0,COC1=CC=CC=C1OC2=C(C=C(C(=C2)C#N)C#N)N3C4=CC=CC=C4N=N3,Inactive,21.0,,,19.86,21,16.07,23.18,19.18,662.25,703.13,644.15,677.31,0,7.44,100,0.45,COC1=CC=CC=C1OC2=C(C=C(C(=C2)C#N)C#N)N3C4=CC=CC=C4N=N3
621,4243980.0,3238641.0,COC1=CC=C(C=C1)OCC2=CC(=CC=C2)C(=O)O,Active,30.0,,,96.95,96.35,97.16,96.85,97.45,37.26,30.55,33.11,28.11,0,7.44,100,0.45,COC1=CC=C(C=C1)OCC2=CC(=CC=C2)C(=O)O
622,24782990.0,16008294.0,CC1=C(C(=NC2=CC(=NN12)C3=CC(=CC(=C3)OC)OC)C)CCC(=O)NCC4=CC=CC=C4,Active,30.0,,,78.7,78.57,78.98,78.94,78.3,184.7,181.32,181.66,186.98,0,7.44,100,0.45,CC1=C(C(=NC2=CC(=NN12)C3=CC(=CC(=C3)OC)OC)C)CCC(=O)NCC4=CC=CC=C4
623,24827094.0,4667854.0,C1CCC(=O)C(C1)SC2=NN=C(O2)C3=CC4=C(C=C3)OCO4,Active,30.0,,,85.61,84.98,84.08,87.19,86.19,131.61,139,113.21,121.55,0,7.44,100,0.45,C1CCC(=O)C(C1)SC2=NN=C(O2)C3=CC4=C(C=C3)OCO4
624,26660041.0,710572.0,C1=CC=C(C=C1)COC2=CC(=C(C=C2)C3=C(C=NN3)C4=CC=CC=C4)O,Inactive,21.0,,,-12.46,-13.6,-20.25,-3.13,-12.88,949.23,1004.42,862.37,943.27,0,7.44,100,0.45,C1=CC=C(C=C1)COC2=CC(=C(C=C2)C3=C(C=NN3)C4=CC=CC=C4)O
625,4243251.0,1516852.0,C1CCC(=NCC1)NC2=NN=C(O2)C3=CC=C(C=C3)F,Active,30.0,,,75.43,75.82,73.98,75.94,75.97,207.56,222.83,206.52,206.27,0,7.44,100,0.45,C1CCC(=NCC1)NC2=NN=C(O2)C3=CC=C(C=C3)F
626,24785492.0,16188851.0,CC(=O)C1=CC=C(C=C1)NC(=O)C2=NOC3=C2CCC3,Active,30.0,,,72.42,72.59,71.61,71.68,73.79,234.33,242.51,241.86,224.36,0,7.44,100,0.45,CC(=O)C1=CC=C(C=C1)NC(=O)C2=NOC3=C2CCC3
627,89852079.0,2371253.0,C1CCCC(CC1)NC(=O)COC(=O)C2=CC=CC=C2C(=O)C3=CC(=C(C=C3)Cl)[N+](=O)[O-],Inactive,21.0,,,-1.11,1.86,-2.99,-0.11,-3.21,820.97,861.27,837.37,863.1,0,7.44,100,0.45,C1CCCC(CC1)NC(=O)COC(=O)C2=CC=CC=C2C(=O)C3=CC(=C(C=C3)Cl)[N+](=O)[O-]
